,Report Date Year,LGD_State_Code,LGD_Dist_Code,crop_code,crop,Modal Prices,Minimum Prices,Maximum Prices
6418,2013,23,434.0,205,"Masur,Lentil",3724.0,3724.0,3730.0
6419,2013,23,434.0,1003,Sesamum,8009.090909090909,7898.181818181818,8045.909090909091
6420,2013,23,434.0,1004,Rapeseed & Mustard,3046.4867256637167,2945.5087719298244,3147.0
6421,2013,23,434.0,1009,Soyabean,3334.3565891472867,3116.4401544401544,3492.1737451737454
6422,2013,23,435.0,102,Jowar,1266.0,1266.0,1266.0
6423,2013,23,435.0,104,Maize,1336.3684210526317,1317.0526315789473,1354.8684210526317
6424,2013,23,435.0,106,Wheat,1569.656381486676,1440.4922861150071,1723.6453651685392
6425,2013,23,435.0,107,Barley,2857.5,2857.5,2857.5
6426,2013,23,435.0,202,"Arhar,Redgram",2635.0,2470.76,2639.04
6427,2013,23,435.0,203,"Urad,Blackgram",2885.1045454545456,2631.2136363636364,2985.068181818182
6428,2013,23,435.0,204,"Moong,Greengram",4068.423076923077,3709.259259259259,4049.0
6429,2013,23,435.0,205,"Masur,Lentil",3211.9933333333333,3081.68,3254.0
6430,2013,23,435.0,701,Potato,530.7037037037037,272.63374485596705,965.3925619834711
6431,2013,23,435.0,708,Onion,1082.094262295082,452.6639344262295,1596.610655737705
6432,2013,23,435.0,1004,Rapeseed & Mustard,3234.810996563574,3015.7766323024057,3337.4192439862545
6433,2013,23,435.0,1009,Soyabean,3475.2655367231637,2876.4696327683614,3654.031779661017
6434,2013,23,436.0,101,Paddy,1296.611111111111,1271.388888888889,1322.7777777777778
6435,2013,23,436.0,104,Maize,1266.3333333333333,1239.16,1305.625
6436,2013,23,436.0,106,Wheat,1349.1005025125628,1330.0603015075376,1366.145728643216
6437,2013,23,436.0,202,"Arhar,Redgram",2800.0,2700.0,2900.0
6438,2013,23,436.0,205,"Masur,Lentil",3256.521739130435,3134.782608695652,3369.5652173913045
6439,2013,23,436.0,1004,Rapeseed & Mustard,3029.1666666666665,2925.0,3141.6666666666665
6440,2013,23,436.0,1009,Soyabean,2740.782608695652,2654.1304347826085,2820.8695652173915
6441,2013,23,437.0,102,Jowar,1501.0,1460.0,1625.0
6442,2013,23,437.0,104,Maize,1401.25,1401.25,1401.25
6443,2013,23,437.0,106,Wheat,1774.7255605381165,1456.4717488789238,2080.526457399103
6444,2013,23,437.0,202,"Arhar,Redgram",3454.494117647059,2989.9453125,3837.078125
6445,2013,23,437.0,203,"Urad,Blackgram",2828.3059360730595,2646.513698630137,2980.4566210045664
6446,2013,23,437.0,205,"Masur,Lentil",3644.7671641791044,3359.9044776119404,3807.370149253731
6447,2013,23,437.0,1001,Groundnut,2800.0,2800.0,2800.0
6448,2013,23,437.0,1004,Rapeseed & Mustard,3412.9609120521172,3103.00325732899,3543.3387622149835
6449,2013,23,437.0,1009,Soyabean,3333.2603495860167,2927.8318014705883,3555.0551470588234
6450,2013,23,639.0,102,Jowar,1310.4166666666667,1250.0,1379.1666666666667
6451,2013,23,639.0,103,Bajra,1115.3846153846155,1046.1538461538462,1186.5384615384614
6452,2013,23,639.0,104,Maize,1266.046511627907,1206.5891472868218,1303.4883720930231
6453,2013,23,639.0,106,Wheat,1475.4559585492227,1403.3678756476684,1553.4455958549222
6454,2013,23,639.0,202,"Arhar,Redgram",3233.3333333333335,3150.0,3300.0
6455,2013,23,639.0,203,"Urad,Blackgram",3209.3396226415093,3123.8207547169814,3295.5188679245284
6456,2013,23,639.0,204,"Moong,Greengram",4218.421052631579,4163.1578947368425,4268.421052631579
6457,2013,23,639.0,1001,Groundnut,4950.0,4900.0,5000.0
6458,2013,23,639.0,1009,Soyabean,3175.9615384615386,3075.0,3271.153846153846
6459,2013,23,639.0,1101,Cotton,4076.3636363636365,3985.4545454545455,4158.484848484848
6460,2013,23,667.0,102,Jowar,1669.24,1521.92,1752.16
6461,2013,23,667.0,104,Maize,1286.9465648854962,1245.741573033708,1313.6301886792453
6462,2013,23,667.0,106,Wheat,1506.6736842105263,1469.0925925925926,1560.317525773196
6463,2013,23,667.0,203,"Urad,Blackgram",3350.620879120879,3197.726775956284,3438.9836065573772
6464,2013,23,667.0,205,"Masur,Lentil",3743.9596774193546,3606.2380952380954,3793.1666666666665
6465,2013,23,667.0,1001,Groundnut,2439.6666666666665,2385.0,2531.6666666666665
6466,2013,23,667.0,1004,Rapeseed & Mustard,3028.4712643678163,2940.5454545454545,3089.6022727272725
6467,2013,23,667.0,1009,Soyabean,3451.479079497908,3000.941787941788,3618.201663201663
6468,2013,23,722.0,102,Jowar,1060.0,1053.3333333333333,1066.6666666666667
6469,2013,23,722.0,106,Wheat,1404.9738219895287,1380.6125654450261,1429.544502617801
6470,2013,23,722.0,107,Barley,1044.3170731707316,1035.2520325203252,1053.5853658536585
6471,2013,23,722.0,203,"Urad,Blackgram",2863.813559322034,2846.135593220339,2882.0
6472,2013,23,722.0,1003,Sesamum,9397.368421052632,9347.368421052632,9447.368421052632
6473,2013,23,722.0,1004,Rapeseed & Mustard,3007.85,2996.45,3019.375
6474,2013,23,722.0,1009,Soyabean,3407.310975609756,3392.0975609756097,3423.3231707317073
6475,2013,24,438.0,101,Paddy,1579.9880952380952,1444.5833333333333,1715.5833333333333
6476,2013,24,438.0,102,Jowar,1733.591836734694,1656.8383838383838,1813.2525252525252
6477,2013,24,438.0,103,Bajra,1253.525,1244.5,1262.5
6478,2013,24,438.0,104,Maize,1170.221843003413,902.0477815699659,1325.5972696245733
6479,2013,24,438.0,106,Wheat,1733.697318007663,1520.3141762452108,1946.6666666666667
6480,2013,24,438.0,107,Barley,1239.1941747572816,1217.7378640776699,1268.0776699029127
6481,2013,24,438.0,202,"Arhar,Redgram",3893.3566433566434,3802.4475524475524,3975.8391608391607
6482,2013,24,438.0,701,Potato,1424.3127147766322,1175.513698630137,1571.4041095890411
6483,2013,24,438.0,708,Onion,2192.5176056338028,1399.6478873239437,2533.010563380282
6484,2013,24,438.0,1004,Rapeseed & Mustard,2867.6666666666665,2824.5,2911.6
6485,2013,24,438.0,1101,Cotton,4570.296551724138,4469.862068965517,4652.813793103448
6486,2013,24,439.0,102,Jowar,1637.4721030042917,1400.9370529327612,1812.274678111588
6487,2013,24,439.0,103,Bajra,1520.2438356164384,1360.886301369863,1651.0109589041097
6488,2013,24,439.0,104,Maize,1448.8081494057724,1321.1799660441427,1537.088285229202
6489,2013,24,439.0,106,Wheat,1776.341968911917,1554.954721862872,1919.9093264248704
6490,2013,24,439.0,202,"Arhar,Redgram",3747.2140077821014,3373.9494163424124,3963.7548638132293
6491,2013,24,439.0,203,"Urad,Blackgram",3494.872549019608,3005.502450980392,3847.8676470588234
6492,2013,24,439.0,204,"Moong,Greengram",5315.198830409357,4532.485380116959,5782.792397660819
6493,2013,24,439.0,701,Potato,477.5,477.5,477.5
6494,2013,24,439.0,1001,Groundnut,3858.42202970297,3273.9616336633662,4238.137376237623
6495,2013,24,439.0,1003,Sesamum,11613.22041763341,10292.543453070684,12280.84686774942
6496,2013,24,439.0,1004,Rapeseed & Mustard,3386.274647887324,3253.239436619718,3456.93661971831
6497,2013,24,439.0,1009,Soyabean,3123.4285714285716,3064.714285714286,3130.8571428571427
6498,2013,24,439.0,1101,Cotton,4733.129380053909,4063.427802690583,5041.939910313901
6499,2013,24,440.0,101,Paddy,1365.4605263157894,1280.2631578947369,1424.342105263158
6500,2013,24,440.0,102,Jowar,1500.0,1500.0,1550.0
6501,2013,24,440.0,103,Bajra,1312.515337423313,1136.0429447852762,1353.6503067484662
6502,2013,24,440.0,106,Wheat,1479.0416666666667,1415.0416666666667,1502.2916666666667
6503,2013,24,440.0,701,Potato,962.1052631578947,869.8380566801619,982.3481781376519
6504,2013,24,440.0,708,Onion,1760.5128205128206,1585.2991452991453,1781.1702127659576
6505,2013,24,440.0,1004,Rapeseed & Mustard,1250.0,1000.0,1250.0
6506,2013,24,441.0,102,Jowar,1825.7570093457944,1662.4766355140187,1939.252336448598
6507,2013,24,441.0,103,Bajra,1338.6548329355608,1237.6182251340083,1419.5320131030376
6508,2013,24,441.0,104,Maize,1383.090909090909,1362.878787878788,1403.939393939394
6509,2013,24,441.0,106,Wheat,1672.5408163265306,1544.6239067055394,1782.4107490272374
6510,2013,24,441.0,203,"Urad,Blackgram",2948.4660194174758,2717.2815533980583,3071.6990291262136
6511,2013,24,441.0,204,"Moong,Greengram",4413.532212885154,3864.4145658263305,4926.190476190476
6512,2013,24,441.0,701,Potato,997.0247933884298,886.0330578512396,1108.01652892562
6513,2013,24,441.0,708,Onion,2280.6372549019607,1790.0,2771.274509803922
6514,2013,24,441.0,1001,Groundnut,3733.712121212121,3294.742424242424,4068.969696969697
6515,2013,24,441.0,1003,Sesamum,10948.4750499002,10383.53493013972,11642.2375249501
6516,2013,24,441.0,1004,Rapeseed & Mustard,3148.544005102041,3053.4636479591836,3214.0180165816328
6517,2013,24,441.0,1101,Cotton,4386.574468085107,4122.801418439716,4510.836879432624
6518,2013,24,442.0,101,Paddy,1245.032110091743,1029.4128440366972,1356.926605504587
6519,2013,24,442.0,102,Jowar,1489.0,1442.857142857143,1707.142857142857
6520,2013,24,442.0,104,Maize,1111.3454545454545,1069.4,1136.9818181818182
6521,2013,24,442.0,106,Wheat,1600.0,1430.0,1660.0
6522,2013,24,442.0,202,"Arhar,Redgram",3618.6,3536.0,3727.6
6523,2013,24,442.0,203,"Urad,Blackgram",3075.0,3025.0,3100.0
6524,2013,24,442.0,701,Potato,1197.8260869565217,1021.0144927536232,1376.0869565217392
6525,2013,24,442.0,708,Onion,1755.0,1318.867924528302,2190.377358490566
6526,2013,24,442.0,1001,Groundnut,4044.198113207547,3958.0188679245284,4123.11320754717
6527,2013,24,442.0,1009,Soyabean,3335.8,3077.714285714286,3481.2285714285713
6528,2013,24,442.0,1101,Cotton,4316.457627118644,4280.0847457627115,4363.559322033899
6529,2013,24,443.0,102,Jowar,1730.7391304347825,1572.9130434782608,1887.608695652174
6530,2013,24,443.0,103,Bajra,1422.3651960784314,1276.0539215686274,1567.3186274509803
6531,2013,24,443.0,104,Maize,1414.4910714285713,1281.6814159292035,1550.8849557522124
6532,2013,24,443.0,106,Wheat,1848.341463414634,1673.6067073170732,2025.810975609756
6533,2013,24,443.0,107,Barley,1122.5263157894738,1094.157894736842,1144.3157894736842
6534,2013,24,443.0,202,"Arhar,Redgram",3648.7837837837837,3576.2837837837837,3728.445945945946
6535,2013,24,443.0,203,"Urad,Blackgram",3308.4666666666667,3033.181818181818,3591.2181818181816
6536,2013,24,443.0,204,"Moong,Greengram",5426.0,4964.251101321586,5877.136563876652
6537,2013,24,443.0,708,Onion,1142.2549019607843,915.9558823529412,1362.328431372549
6538,2013,24,443.0,1001,Groundnut,4061.6887608069164,3782.536023054755,4344.697406340058
6539,2013,24,443.0,1003,Sesamum,7739.509900990099,7024.569306930693,8426.200495049505
6540,2013,24,443.0,1004,Rapeseed & Mustard,3391.575,3272.875,3504.325
6541,2013,24,443.0,1009,Soyabean,3181.25,3097.9166666666665,3264.5833333333335
6542,2013,24,443.0,1101,Cotton,4483.72705882353,4191.411764705882,4771.682352941177
6543,2013,24,445.0,101,Paddy,1132.1702127659576,1119.4720616570328,1141.8805394990366
6544,2013,24,445.0,102,Jowar,1254.53125,1185.2734375,1305.7421875
6545,2013,24,445.0,103,Bajra,1383.1020408163265,1320.938775510204,1421.9183673469388
6546,2013,24,445.0,104,Maize,1345.0758620689655,1278.0689655172414,1415.9344827586208
6547,2013,24,445.0,106,Wheat,1750.5797101449275,1690.7608695652175,1800.7971014492753
6548,2013,24,445.0,107,Barley,1204.6177606177607,1173.3976833976833,1231.007722007722
6549,2013,24,445.0,202,"Arhar,Redgram",3817.938181818182,3736.8836363636365,3871.8795620437954
6550,2013,24,445.0,203,"Urad,Blackgram",3451.19926199262,3292.5276752767527,3545.512915129151
6551,2013,24,445.0,204,"Moong,Greengram",4753.178571428572,4495.0,4916.907142857143
6552,2013,24,445.0,205,"Masur,Lentil",3560.0,3500.0,3600.0
6553,2013,24,445.0,701,Potato,1220.392749244713,860.6495468277946,1384.320241691843
6554,2013,24,445.0,708,Onion,2322.018633540373,1464.1304347826087,2704.1304347826085
6555,2013,24,445.0,1001,Groundnut,3883.7412587412587,3650.0,4046.153846153846
6556,2013,24,445.0,1003,Sesamum,10152.312775330396,9833.700440528635,10435.462555066078
6557,2013,24,445.0,1004,Rapeseed & Mustard,3101.296296296296,3000.0,3186.1111111111113
6558,2013,24,445.0,1009,Soyabean,3618.2051282051284,3539.4890510948903,3653.390510948905
6559,2013,24,446.0,101,Paddy,1456.4419134396355,1357.5239179954442,1595.8656036446469
6560,2013,24,446.0,102,Jowar,1811.5268138801262,1666.1545741324921,2062.3501577287066
6561,2013,24,446.0,103,Bajra,1363.3493975903614,1278.5376506024097,1446.453313253012
6562,2013,24,446.0,104,Maize,1349.2974910394266,1226.1827956989248,1471.5287769784172
6563,2013,24,446.0,106,Wheat,1654.2603129445235,1540.0085227272727,1828.8920454545455
6564,2013,24,446.0,107,Barley,1284.2682926829268,1268.0487804878048,1297.0731707317073
6565,2013,24,446.0,203,"Urad,Blackgram",3229.1666666666665,3162.0833333333335,3341.6666666666665
6566,2013,24,446.0,204,"Moong,Greengram",5319.545454545455,5137.272727272727,5412.727272727273
6567,2013,24,446.0,701,Potato,646.875,629.6875,659.375
6568,2013,24,446.0,708,Onion,2200.0,2000.0,2500.0
6569,2013,24,446.0,1003,Sesamum,11107.19696969697,10642.575757575758,11604.848484848484
6570,2013,24,446.0,1004,Rapeseed & Mustard,3037.44080604534,2956.876574307305,3076.9143576826195
6571,2013,24,446.0,1101,Cotton,4545.334728033473,4040.9623430962342,4686.707112970711
6572,2013,24,447.0,102,Jowar,1408.071138211382,1285.3252032520325,1520.5121951219512
6573,2013,24,447.0,103,Bajra,1145.9118457300276,1021.3911845730028,1252.0495867768595
6574,2013,24,447.0,104,Maize,1336.7826086956522,1164.5652173913043,1420.6521739130435
6575,2013,24,447.0,106,Wheat,1700.4871287128713,1475.0138613861386,1898.3861386138615
6576,2013,24,447.0,202,"Arhar,Redgram",3561.7868852459014,3257.4043715846997,3794.344262295082
6577,2013,24,447.0,203,"Urad,Blackgram",3217.063583815029,2963.699421965318,3424.2630057803467
6578,2013,24,447.0,204,"Moong,Greengram",4464.012383900928,3850.9287925696594,4997.554179566563
6579,2013,24,447.0,708,Onion,1762.6923076923076,1321.1538461538462,2082.6923076923076
6580,2013,24,447.0,1001,Groundnut,3741.603621730382,3305.9154929577467,4101.519114688129
6581,2013,24,447.0,1003,Sesamum,9278.10455311973,8467.255892255893,10025.494949494949
6582,2013,24,447.0,1004,Rapeseed & Mustard,3010.871595330739,2866.536964980545,3136.011673151751
6583,2013,24,447.0,1009,Soyabean,2820.0,2620.0,3015.0
6584,2013,24,447.0,1101,Cotton,4444.5560859188545,4156.422434367541,4696.527446300716
6585,2013,24,448.0,101,Paddy,1512.837837837838,1422.972972972973,1568.918918918919
6586,2013,24,448.0,102,Jowar,1435.9113573407203,1226.6204986149585,1630.6232686980609
6587,2013,24,448.0,103,Bajra,1323.5274725274726,1159.3956043956043,1466.5934065934066
6588,2013,24,448.0,104,Maize,1378.7115384615386,1196.6192307692309,1562.7115384615386
6589,2013,24,448.0,106,Wheat,1700.1950354609928,1522.6241134751774,1874.8315602836878
6590,2013,24,448.0,202,"Arhar,Redgram",3944.5810810810813,3434.9054054054054,4301.2972972972975
6591,2013,24,448.0,203,"Urad,Blackgram",3244.0041152263375,2749.1893004115227,3631.0061728395062
6592,2013,24,448.0,204,"Moong,Greengram",4601.9384615384615,3970.6153846153848,5169.871794871795
6593,2013,24,448.0,708,Onion,1093.2105263157894,772.8010471204188,1414.371727748691
6594,2013,24,448.0,1001,Groundnut,3707.418312387792,3191.6965888689406,4141.434470377019
6595,2013,24,448.0,1003,Sesamum,11452.585009140768,9987.815356489946,12600.53016453382
6596,2013,24,448.0,1004,Rapeseed & Mustard,4022.6,3516.2,4529.0
6597,2013,24,448.0,1009,Soyabean,3197.0689655172414,2874.1810344827586,3408.060344827586
6598,2013,24,448.0,1101,Cotton,4689.129166666667,4365.727650727651,4904.1875
6599,2013,24,449.0,102,Jowar,1703.1554054054054,1634.2905405405406,1762.6486486486488
6600,2013,24,449.0,103,Bajra,1325.3947368421052,1251.5,1395.578947368421
6601,2013,24,449.0,106,Wheat,1727.1851851851852,1628.5185185185185,1808.2222222222222
6602,2013,24,449.0,204,"Moong,Greengram",4639.909657320873,4185.956386292835,5069.317757009346
6603,2013,24,449.0,1001,Groundnut,3873.7303370786517,3670.8426966292136,4001.61797752809
6604,2013,24,449.0,1003,Sesamum,11101.642361111111,10584.548611111111,11525.197916666666
6605,2013,24,449.0,1004,Rapeseed & Mustard,2887.657142857143,2835.4714285714285,2939.638095238095
6606,2013,24,449.0,1101,Cotton,4911.223880597015,4441.582089552238,5011.298507462687
6607,2013,24,450.0,101,Paddy,1333.6732394366197,1250.970093457944,1419.5163704396632
6608,2013,24,450.0,102,Jowar,1502.0833333333333,1459.1666666666667,1556.6666666666667
6609,2013,24,450.0,103,Bajra,1262.1971595655807,1186.106048053024,1350.258492129246
6610,2013,24,450.0,106,Wheat,1495.578909090909,1431.3616557734206,1568.6855482933913
6611,2013,24,450.0,701,Potato,1001.3511111111111,884.5132743362832,1120.2433628318583
6612,2013,24,450.0,708,Onion,1908.5766423357663,1537.5912408759125,2279.5620437956204
6613,2013,24,450.0,1003,Sesamum,10925.0,10450.0,11400.0
6614,2013,24,450.0,1004,Rapeseed & Mustard,2767.8571428571427,2657.1428571428573,2907.1428571428573
6615,2013,24,450.0,1101,Cotton,4253.321428571428,4028.125,4478.214285714285
6616,2013,24,451.0,101,Paddy,1667.3873873873874,1308.0855855855855,1988.2579185520362
6617,2013,24,451.0,102,Jowar,1969.3621495327102,1613.3644859813085,2132.504672897196
6618,2013,24,451.0,103,Bajra,1318.225806451613,1148.1693548387098,1446.7459677419354
6619,2013,24,451.0,104,Maize,1343.9285714285713,1343.9285714285713,1343.9285714285713
6620,2013,24,451.0,106,Wheat,1707.179487179487,1525.1923076923076,1905.7514245014245
6621,2013,24,451.0,107,Barley,1334.2696629213483,1323.623595505618,1344.4662921348315
6622,2013,24,451.0,202,"Arhar,Redgram",3817.777777777778,3617.65625,3978.515625
6623,2013,24,451.0,203,"Urad,Blackgram",3229.712918660287,2594.306220095694,3507.4162679425835
6624,2013,24,451.0,204,"Moong,Greengram",4955.246305418719,4552.401960784314,5212.783251231527
6625,2013,24,451.0,701,Potato,1056.9083969465648,714.675572519084,1235.648854961832
6626,2013,24,451.0,708,Onion,1965.8032128514055,1261.425702811245,2306.6305220883532
6627,2013,24,451.0,1001,Groundnut,3435.6976744186045,3246.279069767442,3577.5581395348836
6628,2013,24,451.0,1003,Sesamum,10775.535087719298,9913.872377622378,11580.041958041958
6629,2013,24,451.0,1004,Rapeseed & Mustard,3087.7167019027484,2923.0884425651866,3205.136715997181
6630,2013,24,451.0,1101,Cotton,4592.89364640884,4229.207182320442,4809.947513812154
6631,2013,24,452.0,101,Paddy,1110.5,1078.6666666666667,1135.1
6632,2013,24,452.0,104,Maize,1359.6896551724137,1331.1494252873563,1384.5785440613026
6633,2013,24,452.0,106,Wheat,1429.621212121212,1411.6666666666667,1448.560606060606
6634,2013,24,452.0,202,"Arhar,Redgram",4050.964125560538,4003.8565022421526,4094.215246636771
6635,2013,24,452.0,203,"Urad,Blackgram",3441.6666666666665,3375.595238095238,3505.9523809523807
6636,2013,24,452.0,1001,Groundnut,3513.189655172414,3470.7758620689656,3553.362068965517
6637,2013,24,452.0,1101,Cotton,4349.545023696683,4266.350710900474,4427.962085308057
6638,2013,24,453.0,101,Paddy,1290.0,1280.5421686746988,1304.698795180723
6639,2013,24,453.0,202,"Arhar,Redgram",3852.9552715654954,3426.1980830670927,4279.712460063898
6640,2013,24,453.0,701,Potato,1356.5151515151515,1207.5757575757575,1505.4545454545455
6641,2013,24,453.0,708,Onion,2094.884488448845,1701.6501650165017,2488.1188118811883
6642,2013,24,454.0,101,Paddy,1433.121951219512,1291.5291262135922,1507.9514563106795
6643,2013,24,454.0,103,Bajra,1287.7692307692307,1241.7307692307693,1328.2692307692307
6644,2013,24,454.0,104,Maize,1350.2030456852792,1305.9289340101523,1388.6802030456852
6645,2013,24,454.0,106,Wheat,1508.8073394495414,1452.1559633027523,1552.4770642201836
6646,2013,24,454.0,202,"Arhar,Redgram",3966.860465116279,3848.0232558139537,4047.6744186046512
6647,2013,24,454.0,203,"Urad,Blackgram",3007.1428571428573,2917.8571428571427,3107.1428571428573
6648,2013,24,454.0,204,"Moong,Greengram",3857.5,3731.25,3915.0
6649,2013,24,455.0,102,Jowar,1937.2554585152839,1561.4410480349345,2246.646288209607
6650,2013,24,455.0,103,Bajra,1325.1994609164421,1137.0835579514826,1502.5525606469002
6651,2013,24,455.0,106,Wheat,1771.263440860215,1491.0174731182797,2025.0013440860216
6652,2013,24,455.0,107,Barley,1408.6888888888889,1377.4888888888888,1440.0444444444445
6653,2013,24,455.0,203,"Urad,Blackgram",3076.5258620689656,2344.2816091954023,3784.942528735632
6654,2013,24,455.0,204,"Moong,Greengram",4384.523255813953,3906.3372093023254,4864.790697674419
6655,2013,24,455.0,701,Potato,1135.753164556962,1043.7974683544303,1227.7215189873418
6656,2013,24,455.0,708,Onion,2138.0597014925374,1914.9253731343283,2361.194029850746
6657,2013,24,455.0,1003,Sesamum,11970.520408163266,10424.387755102041,13370.510204081633
6658,2013,24,455.0,1004,Rapeseed & Mustard,3097.7424528301885,2914.830188679245,3265.514150943396
6659,2013,24,455.0,1101,Cotton,4526.9118942731275,4132.757709251101,4904.255506607929
6660,2013,24,457.0,102,Jowar,1727.2057416267942,1513.9808917197452,1863.845541401274
6661,2013,24,457.0,103,Bajra,1379.6510416666667,1229.263431542461,1481.4454072790295
6662,2013,24,457.0,104,Maize,1487.2790294627382,1352.5432525951558,1573.719723183391
6663,2013,24,457.0,106,Wheat,1741.5503634475597,1553.0051813471503,1884.678756476684
6664,2013,24,457.0,202,"Arhar,Redgram",3806.089353612167,3296.625475285171,4044.6768060836503
6665,2013,24,457.0,203,"Urad,Blackgram",3509.0339805825242,2734.1019417475727,3758.1553398058254
6666,2013,24,457.0,204,"Moong,Greengram",4377.034090909091,3603.0454545454545,4814.818181818182
6667,2013,24,457.0,701,Potato,1182.995391705069,1004.4239631336405,1338.479262672811
6668,2013,24,457.0,708,Onion,1416.9941775836971,648.5785714285714,1853.9928571428572
6669,2013,24,457.0,1001,Groundnut,3884.6958661417325,3044.026548672566,4226.512291052114
6670,2013,24,457.0,1003,Sesamum,11077.355507088332,9699.221980413493,11811.176278563657
6671,2013,24,457.0,1004,Rapeseed & Mustard,3193.7179487179487,2983.0641025641025,3365.230769230769
6672,2013,24,457.0,1009,Soyabean,3265.161870503597,2891.9964028776976,3368.3992805755397
6673,2013,24,457.0,1101,Cotton,4855.6632996633,4116.2275784753365,5081.9394618834085
6674,2013,24,458.0,101,Paddy,1431.7409638554218,1308.9759036144578,1551.5361445783133
6675,2013,24,458.0,102,Jowar,1717.3240740740741,1630.0925925925926,1800.462962962963
6676,2013,24,458.0,103,Bajra,1367.1289156626506,1246.7349397590363,1514.9710843373493
6677,2013,24,458.0,104,Maize,1377.9061380323053,1319.2825768667642,1433.4582723279648
6678,2013,24,458.0,106,Wheat,1719.3056443024493,1542.0692225772098,1873.5106609808101
6679,2013,24,458.0,202,"Arhar,Redgram",3623.5555555555557,3419.7863247863247,3808.5897435897436
6680,2013,24,458.0,203,"Urad,Blackgram",3008.370786516854,2758.4444444444443,3248.9887640449438
6681,2013,24,458.0,204,"Moong,Greengram",4436.441441441441,4072.2072072072074,4798.594594594595
6682,2013,24,458.0,1001,Groundnut,3834.5263736263737,3412.054945054945,4218.527472527472
6683,2013,24,458.0,1003,Sesamum,8898.7,8341.666666666666,9477.333333333334
6684,2013,24,458.0,1004,Rapeseed & Mustard,2825.806569343066,2688.284671532847,2968.876811594203
6685,2013,24,458.0,1009,Soyabean,3545.3125,3425.0,3665.625
6686,2013,24,458.0,1101,Cotton,4477.429487179487,4278.418803418804,4597.660944206009
6687,2013,24,459.0,101,Paddy,1269.5835820895522,1215.5074626865671,1324.2835820895523
6688,2013,24,459.0,102,Jowar,1651.6163793103449,1434.0537634408602,1850.741935483871
6689,2013,24,459.0,103,Bajra,1580.3946188340808,1419.6495535714287,1728.919642857143
6690,2013,24,459.0,104,Maize,1204.5588235294117,1133.5845588235295,1271.9485294117646
6691,2013,24,459.0,106,Wheat,1724.1766723842195,1644.1269296740995,1797.8181818181818
6692,2013,24,459.0,107,Barley,1120.0,900.0,1147.0
6693,2013,24,459.0,202,"Arhar,Redgram",3623.1651376146788,3585.229357798165,3687.8440366972477
6694,2013,24,459.0,203,"Urad,Blackgram",3498.3357142857144,3041.25,3955.957142857143
6695,2013,24,459.0,204,"Moong,Greengram",5253.775401069519,4492.459893048128,5978.459893048128
6696,2013,24,459.0,701,Potato,1121.0123966942149,913.8429752066115,1328.1818181818182
6697,2013,24,459.0,708,Onion,1851.5770171149145,1296.6829268292684,2371.768292682927
6698,2013,24,459.0,1001,Groundnut,4117.344992050875,3931.414944356121,4286.346581875993
6699,2013,24,459.0,1003,Sesamum,11817.403614457831,11137.79640718563,12435.377245508982
6700,2013,24,459.0,1004,Rapeseed & Mustard,2850.222222222222,2791.8888888888887,2885.0555555555557
6701,2013,24,459.0,1009,Soyabean,3438.0434782608695,3435.3260869565215,3440.7608695652175
6702,2013,24,459.0,1101,Cotton,1897.6122448979593,1823.5252525252524,2013.7676767676767
6703,2013,24,460.0,102,Jowar,1673.9333333333334,1510.0,1838.0
6704,2013,24,460.0,103,Bajra,1336.918181818182,1220.4545454545455,1453.5
6705,2013,24,460.0,104,Maize,1502.2380952380952,1440.4761904761904,1564.047619047619
6706,2013,24,460.0,106,Wheat,1658.1346153846155,1459.1826923076924,1856.25
6707,2013,24,460.0,204,"Moong,Greengram",3218.4864864864867,2994.5945945945946,3442.5675675675675
6708,2013,24,460.0,1001,Groundnut,3878.6041666666665,3600.0,4157.291666666667
6709,2013,24,460.0,1003,Sesamum,8650.0,7791.666666666667,9508.333333333334
6710,2013,24,460.0,1101,Cotton,4385.794117647059,4113.686131386861,4642.279411764706
6711,2013,24,461.0,101,Paddy,1479.1919191919192,1371.2373737373737,1570.510101010101
6712,2013,24,461.0,102,Jowar,1655.5734870317003,1591.2536023054754,1681.7896253602305
6713,2013,24,461.0,103,Bajra,1388.7188612099644,1331.914590747331,1411.8861209964414
6714,2013,24,461.0,104,Maize,1476.5720720720722,1431.240990990991,1503.7342342342342
6715,2013,24,461.0,106,Wheat,1652.116935483871,1597.6310483870968,1684.3346774193549
6716,2013,24,461.0,202,"Arhar,Redgram",4021.5142857142855,3719.657142857143,4068.8571428571427
6717,2013,24,461.0,203,"Urad,Blackgram",4185.714285714285,3879.220779220779,4198.701298701299
6718,2013,24,461.0,204,"Moong,Greengram",6504.435483870968,5714.616935483871,6518.951612903225
6719,2013,24,461.0,701,Potato,1236.7456140350878,939.9561403508771,1436.798245614035
6720,2013,24,461.0,708,Onion,1969.5038910505837,1453.9396887159533,2349.756809338521
6721,2013,24,461.0,1001,Groundnut,5009.459459459459,4121.621621621622,5022.972972972973
6722,2013,24,461.0,1003,Sesamum,11690.760869565218,10754.710144927536,11752.898550724638
6723,2013,24,461.0,1004,Rapeseed & Mustard,3300.0,3200.0,3350.0
6724,2013,24,461.0,1101,Cotton,4379.13782051282,4292.410256410257,4464.666666666667
6725,2013,24,462.0,101,Paddy,6465.789473684211,6226.315789473684,6705.263157894737
6726,2013,24,462.0,1001,Groundnut,4250.0,4000.0,4500.0
