,Report Date Year,LGD_State_Code,LGD_Dist_Code,crop_code,crop,Modal Prices,Minimum Prices,Maximum Prices
116,2012,3,41.0,101,Paddy,1554.75,1466.2305295950155,1635.2180685358255
117,2012,3,41.0,104,Maize,1230.0,1192.5,1255.0
118,2012,3,41.0,106,Wheat,1291.9856459330144,1290.2153110047848,1293.5167464114832
119,2012,3,41.0,701,Potato,835.5631733594515,715.0978473581214,917.9676787463271
120,2012,3,41.0,708,Onion,851.3308977035491,746.0594989561587,931.8110647181628
121,2012,3,41.0,1101,Cotton,3130.0,3100.0,3145.0
122,2012,3,42.0,101,Paddy,1280.595238095238,1280.595238095238,1285.357142857143
123,2012,3,42.0,106,Wheat,1278.125,1276.3392857142858,1281.0714285714287
124,2012,3,42.0,701,Potato,873.6303258145364,805.3879849812265,946.7105263157895
125,2012,3,42.0,708,Onion,928.234552332913,857.5,1003.2534678436318
126,2012,3,43.0,101,Paddy,1297.6188524590164,1245.946540880503,1335.6849315068494
127,2012,3,43.0,104,Maize,,1247.03125,1506.4285714285713
128,2012,3,43.0,106,Wheat,1284.9315068493152,1284.942196531792,1285.2922077922078
129,2012,3,43.0,107,Barley,1255.3947368421052,1194.5098039215686,1280.0
130,2012,3,43.0,202,"Arhar,Redgram",2818.9285714285716,2612.6666666666665,2970.5714285714284
131,2012,3,43.0,204,"Moong,Greengram",4795.0,4256.0,4648.333333333333
132,2012,3,43.0,701,Potato,835.0475460122699,747.1714071856287,904.6142061281337
133,2012,3,43.0,708,Onion,848.4596518987341,777.7925373134328,928.3683839096683
134,2012,3,43.0,1004,Rapeseed & Mustard,3436.6666666666665,3387.5,3543.3333333333335
135,2012,3,43.0,1101,Cotton,4003.093023255814,3281.5131578947367,4127.420091324201
136,2012,3,605.0,101,Paddy,1320.3714285714286,1307.596590909091,1326.903409090909
137,2012,3,605.0,104,Maize,980.0,980.0,980.0
138,2012,3,605.0,106,Wheat,1285.08,1285.08,1285.24
139,2012,3,605.0,107,Barley,1504.9166666666667,1442.7083333333333,1511.1666666666667
140,2012,3,605.0,204,"Moong,Greengram",4276.268292682927,3795.5365853658536,4390.365853658536
141,2012,3,605.0,701,Potato,771.1220472440945,711.003937007874,836.2795275590552
142,2012,3,605.0,708,Onion,727.3358208955224,638.4328358208955,823.544776119403
143,2012,3,605.0,1101,Cotton,3841.754385964912,3242.280701754386,4131.228070175439
144,2012,3,608.0,101,Paddy,1400.5673758865248,1364.2553191489362,1437.3758865248226
145,2012,3,608.0,104,Maize,998.75,945.3125,1049.6875
146,2012,3,608.0,106,Wheat,1275.5555555555557,1260.609375,1280.78125
147,2012,3,608.0,107,Barley,1150.0,1100.0,1200.0
148,2012,3,608.0,701,Potato,830.9808102345415,736.8475479744136,924.6748400852879
149,2012,3,608.0,708,Onion,880.0699152542373,786.8361522198732,973.5253699788584
150,2012,3,608.0,1004,Rapeseed & Mustard,3100.0,3075.0,3100.0
151,2012,3,609.0,101,Paddy,1845.219298245614,1613.6122448979593,2032.725947521866
152,2012,3,609.0,104,Maize,690.3434343434343,671.8080808080808,708.7272727272727
153,2012,3,609.0,106,Wheat,1284.941634241245,1284.8365758754865,1284.941634241245
154,2012,3,609.0,701,Potato,621.1990950226244,435.29411764705884,553.3613445378152
155,2012,3,609.0,708,Onion,669.1586538461538,604.5918367346939,756.5979381443299
156,2012,3,651.0,101,Paddy,2034.3225806451612,1909.8136645962734,2078.0621118012423
157,2012,3,651.0,106,Wheat,1292.5974025974026,1295.8163265306123,1291.4375
158,2012,3,651.0,107,Barley,1107.5,1078.7,1124.1489361702127
159,2012,3,651.0,203,"Urad,Blackgram",3953.4615384615386,3738.5714285714284,4431.25
160,2012,3,651.0,701,Potato,841.6990846681922,715.0629290617849,941.0457142857143
161,2012,3,651.0,708,Onion,787.1651785714286,673.072463768116,881.4922048997773
162,2012,3,651.0,1004,Rapeseed & Mustard,3649.5,3310.194805194805,3750.7402597402597
163,2012,3,651.0,1101,Cotton,4081.69,3804.625,4125.892156862745
164,2012,3,662.0,701,Potato,960.9269662921348,708.1460674157304,1176.4887640449438
165,2012,3,662.0,708,Onion,758.4563758389262,670.4697986577181,843.7919463087248
166,2012,4,44.0,701,Potato,,414.69827586206895,1230.2758620689656
167,2012,4,44.0,708,Onion,,513.3836206896551,892.4568965517242
168,2012,5,47.0,101,Paddy,1252.6166666666666,1227.9661016949153,1280.0833333333333
169,2012,5,47.0,104,Maize,846.0,800.0,891.875
170,2012,5,47.0,106,Wheat,1285.0,1285.0,1285.0
171,2012,5,47.0,202,"Arhar,Redgram",6004.545454545455,5977.272727272727,6031.818181818182
172,2012,5,47.0,203,"Urad,Blackgram",5373.214285714285,5000.0,5563.333333333333
173,2012,5,47.0,205,"Masur,Lentil",5000.0,5000.0,5000.0
174,2012,5,47.0,701,Potato,629.3411764705883,587.0348837209302,673.4302325581396
175,2012,5,47.0,708,Onion,581.4166666666666,546.1666666666666,616.6666666666666
176,2012,5,48.0,101,Paddy,1263.9583333333333,1251.25,1286.5625
177,2012,5,48.0,106,Wheat,1391.0,1377.421052631579,1415.7894736842106
178,2012,5,48.0,701,Potato,600.0,600.0,650.0
179,2012,5,48.0,708,Onion,653.3333333333334,633.3333333333334,676.6666666666666
180,2012,5,49.0,101,Paddy,1231.875,1228.75,1234.375
181,2012,5,49.0,103,Bajra,900.0,650.0,1100.0
182,2012,5,49.0,104,Maize,1267.3170731707316,1248.5365853658536,1267.3170731707316
183,2012,5,49.0,106,Wheat,1406.6842105263158,1270.9347826086957,1514.4347826086957
184,2012,5,49.0,107,Barley,1400.0,1400.0,1400.0
185,2012,5,49.0,202,"Arhar,Redgram",5294.466666666666,4954.905660377359,5541.176470588235
186,2012,5,49.0,203,"Urad,Blackgram",4128.054545454545,4005.8253968253966,4403.419354838709
187,2012,5,49.0,204,"Moong,Greengram",5234.289473684211,5140.4473684210525,5330.394736842105
188,2012,5,49.0,205,"Masur,Lentil",4152.15,4000.2,4248.75
189,2012,5,49.0,701,Potato,771.0382293762575,502.8628230616302,908.8844621513945
190,2012,5,49.0,708,Onion,718.5920745920746,561.4413793103448,821.1609195402299
191,2012,5,49.0,1001,Groundnut,3000.0,2800.0,3000.0
192,2012,5,49.0,1009,Soyabean,2525.0,2500.0,2550.0
193,2012,5,50.0,101,Paddy,1353.8709677419354,1242.3125,1877.0886075949368
194,2012,5,50.0,102,Jowar,,1720.0,1750.0
195,2012,5,50.0,103,Bajra,,1065.0,1150.0
196,2012,5,50.0,104,Maize,,1170.9615384615386,1062.857142857143
197,2012,5,50.0,106,Wheat,1449.375,1216.3824884792627,1291.7460317460318
198,2012,5,50.0,107,Barley,,1063.0,1100.0
199,2012,5,50.0,202,"Arhar,Redgram",,5730.0,5880.0
200,2012,5,50.0,203,"Urad,Blackgram",,5231.944444444444,7683.75
201,2012,5,50.0,204,"Moong,Greengram",,5380.0,5767.142857142857
202,2012,5,50.0,205,"Masur,Lentil",,4634.727272727273,4391.0
203,2012,5,50.0,701,Potato,611.638418079096,396.3557213930348,638.6567164179105
204,2012,5,50.0,708,Onion,653.75,460.37859007832895,662.5326370757181
205,2012,5,50.0,1001,Groundnut,,4040.0,5260.0
206,2012,5,51.0,101,Paddy,1245.9,1210.7,1278.22
207,2012,5,51.0,104,Maize,1318.344827586207,1225.1379310344828,1422.5862068965516
208,2012,5,51.0,105,Ragi,907.0,820.0,1004.0
209,2012,5,51.0,106,Wheat,1296.5,1244.1666666666667,1349.1666666666667
210,2012,5,51.0,202,"Arhar,Redgram",5718.540540540541,5491.891891891892,5967.594594594595
211,2012,5,51.0,203,"Urad,Blackgram",4749.538461538462,4561.025641025641,4985.7692307692305
212,2012,5,51.0,204,"Moong,Greengram",5967.076923076923,5728.7692307692305,6243.076923076923
213,2012,5,51.0,205,"Masur,Lentil",4061.5,3910.0,4221.0
214,2012,5,51.0,701,Potato,839.344696969697,753.768060836502,946.2954545454545
215,2012,5,51.0,708,Onion,647.0297619047619,560.2189349112426,740.9171597633136
216,2012,5,51.0,1001,Groundnut,4814.35294117647,4565.882352941177,5026.823529411765
217,2012,5,51.0,1009,Soyabean,2984.5,2800.0,3146.3333333333335
218,2012,5,52.0,701,Potato,756.5530303030303,641.0378787878788,949.2424242424242
219,2012,5,52.0,708,Onion,789.1264367816092,682.4942528735633,945.4022988505748
220,2012,5,56.0,101,Paddy,1245.7894736842106,1222.9143897996357,1267.5317604355716
221,2012,5,56.0,103,Bajra,750.0,700.0,800.0
222,2012,5,56.0,104,Maize,855.0,750.0,866.6666666666666
223,2012,5,56.0,106,Wheat,1281.9509433962264,1264.4303797468353,1301.2679245283018
224,2012,5,56.0,701,Potato,628.7201365187714,584.5221843003413,673.3686006825939
225,2012,5,56.0,708,Onion,670.7189873417722,617.719696969697,723.8762626262626
226,2012,5,56.0,1001,Groundnut,4484.666666666667,4433.333333333333,4533.333333333333
227,2012,5,56.0,1004,Rapeseed & Mustard,2944.6666666666665,2943.3333333333335,2946.6666666666665
228,2012,5,56.0,1009,Soyabean,2970.153846153846,2877.6923076923076,3038.6923076923076
229,2012,5,56.0,1101,Cotton,1285.0,1285.0,1285.0
230,2012,6,58.0,101,Paddy,1598.3848396501458,1454.878260869565,1775.5626822157435
231,2012,6,58.0,103,Bajra,1108.7924528301887,1100.9622641509434,1113.3962264150944
232,2012,6,58.0,104,Maize,1111.469387755102,1063.2755102040817,1136.2244897959183
233,2012,6,58.0,106,Wheat,1282.8779527559054,1282.3333333333333,1283.8784313725491
234,2012,6,58.0,203,"Urad,Blackgram",3500.0,3500.0,3500.0
235,2012,6,58.0,701,Potato,815.6528545119705,644.4146788990826,948.7483930211203
236,2012,6,58.0,708,Onion,715.8639053254437,602.7793744716822,809.160608622147
237,2012,6,58.0,1004,Rapeseed & Mustard,3316.5285714285715,3255.4647887323945,3374.8732394366198
238,2012,6,59.0,103,Bajra,1138.83908045977,1127.032258064516,1136.4086021505377
239,2012,6,59.0,104,Maize,1500.0,1500.0,1500.0
240,2012,6,59.0,106,Wheat,1340.3636363636363,1325.7297297297298,1337.2
241,2012,6,59.0,107,Barley,1252.267716535433,1215.8976377952756,1275.1653543307086
242,2012,6,59.0,203,"Urad,Blackgram",4066.470588235294,3790.0,3798.5185185185187
243,2012,6,59.0,204,"Moong,Greengram",3500.0,3500.0,3500.0
244,2012,6,59.0,701,Potato,963.0434782608696,942.2089041095891,1005.7560137457044
245,2012,6,59.0,708,Onion,723.559670781893,700.8152173913044,779.4384057971015
246,2012,6,59.0,1004,Rapeseed & Mustard,3500.9,3363.6,3587.26
247,2012,6,59.0,1101,Cotton,4101.924107142857,4018.748936170213,4150.782978723404
248,2012,6,60.0,101,Paddy,2156.616666666667,1645.8666666666666,2521.6666666666665
249,2012,6,60.0,103,Bajra,1029.7619047619048,1020.4761904761905,1038.8095238095239
250,2012,6,60.0,106,Wheat,1285.7894736842106,1285.7894736842106,1285.7894736842106
251,2012,6,60.0,107,Barley,1250.0,1250.0,1250.0
252,2012,6,60.0,701,Potato,872.0779816513761,626.5366972477065,1233.5366972477063
253,2012,6,60.0,708,Onion,718.782816229117,542.5178147268408,904.4630071599046
254,2012,6,61.0,101,Paddy,1982.388429752066,1745.2459016393443,2318.4918032786886
255,2012,6,61.0,103,Bajra,1125.1666666666667,1125.1666666666667,1142.5
256,2012,6,61.0,104,Maize,500.0,432.85714285714283,514.2857142857143
257,2012,6,61.0,106,Wheat,1278.063063063063,1278.1858407079646,1286.1504424778761
258,2012,6,61.0,107,Barley,1144.358208955224,1110.0796019900497,1183.3930348258707
259,2012,6,61.0,204,"Moong,Greengram",6000.0,5000.0,6000.0
260,2012,6,61.0,701,Potato,818.4136125654451,728.270920502092,923.321129707113
261,2012,6,61.0,708,Onion,754.3492695883134,659.3758300132802,858.5989375830013
262,2012,6,61.0,1004,Rapeseed & Mustard,3550.755364806867,3443.291845493562,3600.6180257510728
263,2012,6,61.0,1101,Cotton,4007.2396313364056,3685.5402298850577,4180.068965517241
264,2012,6,62.0,102,Jowar,1240.0,1240.0,1240.0
265,2012,6,62.0,103,Bajra,1155.8936170212767,1126.71974522293,1151.4267515923566
266,2012,6,62.0,106,Wheat,1387.0975609756097,1330.4166666666667,1352.9270833333333
267,2012,6,62.0,107,Barley,1219.0,1129.88,1191.7942857142857
268,2012,6,62.0,202,"Arhar,Redgram",3016.3,2934.95,3097.6
269,2012,6,62.0,701,Potato,1037.1607378129117,897.1816168327796,1220.0110741971207
270,2012,6,62.0,708,Onion,683.8290713324361,582.5817361894025,847.9932356257046
271,2012,6,62.0,1001,Groundnut,,4596.833333333333,4774.333333333333
272,2012,6,62.0,1004,Rapeseed & Mustard,3503.818181818182,3565.253012048193,3701.8072289156626
273,2012,6,63.0,101,Paddy,2184.2988505747126,1934.9195402298851,2394.793103448276
274,2012,6,63.0,103,Bajra,1174.8333333333333,1150.7916666666667,1175.4166666666667
275,2012,6,63.0,104,Maize,990.0,891.6666666666666,1088.3333333333333
276,2012,6,63.0,106,Wheat,1284.330357142857,1283.8684210526317,1284.3482142857142
277,2012,6,63.0,107,Barley,1222.82,1175.73,1235.35
278,2012,6,63.0,701,Potato,994.112676056338,903.1191765980499,1087.9003250270855
279,2012,6,63.0,708,Onion,858.0327669902913,732.1468446601941,946.4866504854369
280,2012,6,63.0,1004,Rapeseed & Mustard,3556.9528301886794,3315.735849056604,3613.0817610062895
281,2012,6,63.0,1008,Safflower,1900.0,1200.0,1900.0
282,2012,6,63.0,1101,Cotton,4118.465721040189,3352.678486997636,4264.413711583924
283,2012,6,64.0,102,Jowar,1591.6666666666667,1591.6666666666667,1591.6666666666667
284,2012,6,64.0,103,Bajra,1182.8225806451612,1168.8064516129032,1189.6935483870968
285,2012,6,64.0,104,Maize,758.3333333333334,750.0,758.3333333333334
286,2012,6,64.0,106,Wheat,1296.5217391304348,1294.5652173913043,1300.0
287,2012,6,64.0,107,Barley,1234.75,1220.75,1236.25
288,2012,6,64.0,701,Potato,1136.6815144766147,826.9142857142857,1170.6681514476616
289,2012,6,64.0,708,Onion,748.5678391959799,594.9363057324841,770.1758793969849
290,2012,6,65.0,101,Paddy,2446.507731958763,2087.027160493827,2690.8024691358023
291,2012,6,65.0,102,Jowar,1340.0,1250.0,1380.0
292,2012,6,65.0,103,Bajra,1130.7,1101.972972972973,1157.578947368421
293,2012,6,65.0,104,Maize,1098.625,1098.625,1098.625
294,2012,6,65.0,106,Wheat,1285.6100628930817,1285.9506172839506,1286.1851851851852
295,2012,6,65.0,107,Barley,1085.3478260869565,1090.25,1172.0833333333333
296,2012,6,65.0,701,Potato,867.103355704698,760.5369127516778,930.4026845637584
297,2012,6,65.0,708,Onion,715.5603448275862,639.4117647058823,758.5365853658536
298,2012,6,65.0,1004,Rapeseed & Mustard,3601.705882352941,3476.093023255814,3703.705882352941
299,2012,6,65.0,1101,Cotton,3989.6206896551726,3620.9509202453987,4130.9662576687115
300,2012,6,66.0,101,Paddy,2159.076530612245,1738.4718309859154,2475.413145539906
301,2012,6,66.0,103,Bajra,1181.6666666666667,1180.7692307692307,1183.8461538461538
302,2012,6,66.0,106,Wheat,1285.3726708074535,1283.0124223602484,1287.2360248447205
303,2012,6,66.0,107,Barley,1129.5,1105.0,1162.280701754386
304,2012,6,66.0,701,Potato,849.0229885057471,745.7191392978483,967.7149321266968
305,2012,6,66.0,708,Onion,803.6622911694511,718.0742049469965,885.6595995288575
306,2012,6,66.0,1004,Rapeseed & Mustard,3364.7023809523807,3303.4880952380954,3398.9761904761904
307,2012,6,66.0,1101,Cotton,4017.8709677419356,3595.24861878453,4115.790055248619
308,2012,6,67.0,101,Paddy,2172.252569750367,1862.0602055800293,2354.5227606461085
309,2012,6,67.0,106,Wheat,1300.75625,1288.38125,1309.95
310,2012,6,67.0,701,Potato,800.6086142322098,742.312734082397,855.0
311,2012,6,67.0,708,Onion,777.9591836734694,702.8155688622754,839.9580838323353
312,2012,6,68.0,101,Paddy,2017.8185117967332,1857.9137254901962,2307.7411067193675
313,2012,6,68.0,103,Bajra,1116.4285714285713,1099.857142857143,1139.0
314,2012,6,68.0,104,Maize,1018.0138888888889,977.1333333333333,1045.6
315,2012,6,68.0,106,Wheat,1252.4396135265702,1285.0,1285.0
316,2012,6,68.0,202,"Arhar,Redgram",4601.923076923077,,
317,2012,6,68.0,204,"Moong,Greengram",,3800.0,3800.0
318,2012,6,68.0,701,Potato,854.3472527472527,688.8576779026217,1020.4745127436282
319,2012,6,68.0,708,Onion,840.5433006535948,721.4962279966471,965.3040201005025
320,2012,6,68.0,1001,Groundnut,4077.6923076923076,,
321,2012,6,68.0,1004,Rapeseed & Mustard,3576.2926829268295,3193.5,3561.75
322,2012,6,69.0,103,Bajra,1168.6938775510205,1145.7891156462586,1177.7619047619048
323,2012,6,69.0,104,Maize,1000.0,1000.0,1000.0
324,2012,6,69.0,106,Wheat,1324.780487804878,1318.9268292682927,1324.780487804878
325,2012,6,69.0,107,Barley,1284.75,1284.75,1284.75
326,2012,6,69.0,203,"Urad,Blackgram",3439.846153846154,3438.3076923076924,3446.769230769231
327,2012,6,69.0,701,Potato,694.7645739910314,634.0502793296089,754.1340782122905
328,2012,6,69.0,708,Onion,529.577850877193,465.24122807017545,566.2554824561404
329,2012,6,69.0,1004,Rapeseed & Mustard,3542.1111111111113,3408.911111111111,3605.9444444444443
330,2012,6,70.0,101,Paddy,1280.0,1280.0,1280.0
331,2012,6,70.0,106,Wheat,1285.0,1285.0,1285.0
332,2012,6,70.0,701,Potato,550.251256281407,459.3467336683417,644.5226130653266
333,2012,6,70.0,708,Onion,569.875,477.75,657.675
334,2012,6,71.0,101,Paddy,2161.8888888888887,1265.8695652173913,2550.3260869565215
335,2012,6,71.0,102,Jowar,1470.0,1380.0,1560.0
336,2012,6,71.0,106,Wheat,1285.0,1285.0,1285.0
337,2012,6,71.0,203,"Urad,Blackgram",2250.0,2150.0,2350.0
338,2012,6,71.0,701,Potato,739.8615384615384,603.6307692307693,862.7692307692307
339,2012,6,71.0,708,Onion,588.680981595092,487.76758409785936,679.7256097560976
340,2012,6,71.0,1004,Rapeseed & Mustard,1950.0,1900.0,2000.0
